gene	sample1	sample2
ENSG00000176695	0	0
ENSG00000176697	0.026950637	0.624328751
ENSG00000176700	0.423720865	0.389744193
ENSG00000176714	1.720825738	1.617095945
ENSG00000176715	2.714117437	2.010827281
ENSG00000176716	0.017106604	0
ENSG00000176720	4.016028043	12.29613179
ENSG00000176723	0.217978018	0.338325088
ENSG00000176728	1.000707299	0
ENSG00000176731	8.335747473	6.460217477
ENSG00000176732	0.683778185	1.115082464
ENSG00000176742	0	0
ENSG00000176746	0	0
ENSG00000176748	0	0
ENSG00000176749	1.287389637	0.218322177
ENSG00000176752	0	0
ENSG00000176753	0.334001625	1.199513343
ENSG00000176754	0	0.01174907
ENSG00000176761	0.054485551	0.119448882
ENSG00000176769	12.68909208	28.6993546
ENSG00000176771	0.245259133	0.076756411
ENSG00000176774	0	0
ENSG00000176782	0	0
ENSG00000176783	12.18854956	13.17413464
ENSG00000176787	0	0
ENSG00000176788	55.31778886	34.08786623
ENSG00000176797	0	0
ENSG00000176798	0	0
ENSG00000176809	0.669895606	1.400042201
ENSG00000176812	0	0.026865166
ENSG00000176826	0.292335937	0.089949361
ENSG00000176834	9.062624102	8.007609884
ENSG00000176840	0.014275796	0.009883226
ENSG00000176842	0.062040753	0.062474495
ENSG00000176845	11.90312177	23.01278696
ENSG00000176853	7.37858881	8.525495009
ENSG00000176855	0.072279256	0.133438391
ENSG00000176857	0.014038491	0.019437876
ENSG00000176868	0	0
ENSG00000176871	18.75740634	17.13721419
ENSG00000176882	0	0
ENSG00000176884	0.073922698	0.011556134
ENSG00000176887	0.086496359	0.194934986
ENSG00000176890	9.309275498	2.24873402
ENSG00000176893	0	0
ENSG00000176894	4.353387781	3.061216954
ENSG00000176895	0	0
ENSG00000176896	0.966256614	0.707171179
ENSG00000176900	0	0
ENSG00000176903	19.24899834	25.91039959
ENSG00000176904	0	0.012220843
ENSG00000176907	21.72354198	54.1955815
ENSG00000176909	0.559661627	0.421789034
ENSG00000176912	0.493217052	0.307311623
ENSG00000176915	6.043927235	6.181883689
ENSG00000176919	0.188039001	0.347148314
ENSG00000176920	3.864331281	0.726341088
ENSG00000176922	0	0
ENSG00000176923	0	0
ENSG00000176925	0	0
ENSG00000176927	0.067167126	0.046500236
ENSG00000176928	1.54566208	0.724048627
ENSG00000176933	0.145578581	0.24636332
ENSG00000176945	3.700888411	7.294281361
ENSG00000176946	12.29836013	13.52323043
ENSG00000176951	0	0
ENSG00000176953	9.38766197	5.180725768
ENSG00000176956	0	0.053151895
ENSG00000176970	0.022255194	0
ENSG00000176971	2.103035432	0.51588604
ENSG00000176973	16.59626892	13.98117217
ENSG00000176974	7.993245841	9.218382597
ENSG00000176978	34.50457879	82.75621887
ENSG00000176979	0	0
ENSG00000176984	0.046264281	0.005338177
ENSG00000176986	13.51065453	11.44799267
ENSG00000176988	0.013965183	0.019336373
ENSG00000176994	6.599421685	4.995514142
ENSG00000176998	0.868220157	1.703044236
ENSG00000177000	13.88118363	10.54101888
ENSG00000177023	0	0
ENSG00000177025	0.385805338	0.558472479
ENSG00000177030	9.673730889	13.08496503
ENSG00000177034	3.946633626	3.338517796
ENSG00000177042	6.775501101	6.679982892
ENSG00000177045	2.80669537	5.679330803
ENSG00000177047	0	0
ENSG00000177051	4.480168832	7.051775433
ENSG00000177054	2.207538631	1.930400417
ENSG00000177058	1.398545842	1.371123706
ENSG00000177076	2.409050151	3.097344746
ENSG00000177082	0.678445862	0.547012844
ENSG00000177084	2.095476104	1.108266134
ENSG00000177096	6.44196607	2.964145215
ENSG00000177098	2.638826186	1.24086011
ENSG00000177103	1.888569105	0.304760197
ENSG00000177105	43.95990257	25.57131107
ENSG00000177106	16.07699878	21.71795954
ENSG00000177108	0	0.014382116
ENSG00000177112	0.125806089	0
ENSG00000177119	11.85864287	7.697207652
ENSG00000177125	2.261401925	3.16479868
ENSG00000177133	0.191978866	0.591143987
ENSG00000177138	0.004689754	0.003246747
ENSG00000177143	0	0
ENSG00000177144	0	0
ENSG00000177150	2.406385028	3.429211291
ENSG00000177151	0	0
ENSG00000177156	56.02481762	49.17052623
ENSG00000177169	8.240234161	7.383928604
ENSG00000177173	0.124817591	0.192026725
ENSG00000177174	0.017088386	0
ENSG00000177181	0.12327955	0.074214983
ENSG00000177182	0.017363446	0.007513016
ENSG00000177186	0	0
ENSG00000177189	13.62556802	14.41987394
ENSG00000177191	2.303293804	3.663396513
ENSG00000177192	3.381640206	2.205469821
ENSG00000177197	0.133438626	0.138570637
ENSG00000177200	4.209375305	3.86200922
ENSG00000177201	0	0
ENSG00000177202	0.03301645	0.045715004
ENSG00000177212	0	0.023071124
ENSG00000177225	10.69635912	11.58253105
ENSG00000177233	0	0
ENSG00000177234	0.036870392	0.005105122
ENSG00000177238	0.026428697	0.006534557
ENSG00000177239	8.297460736	9.388630537
ENSG00000177243	0	0
ENSG00000177257	0	0
ENSG00000177261	0	0
ENSG00000177272	2.660799441	0.670243534
ENSG00000177275	0	0
ENSG00000177283	1.700158749	2.139053832
ENSG00000177291	0	0.021092556
ENSG00000177294	0.060488671	0.019034863
ENSG00000177300	0	0
ENSG00000177301	0.20397451	0.047070958
ENSG00000177302	3.471346302	2.729156112
ENSG00000177303	5.423066748	10.02705981
ENSG00000177306	0	0
ENSG00000177311	7.684657052	8.645629229
ENSG00000177324	0	0
ENSG00000177335	2.306372069	1.289509614
ENSG00000177337	4.085820992	4.728473382
ENSG00000177338	0	0.008760841
ENSG00000177340	0.021196823	0.007337349
ENSG00000177350	0.208254312	0.144175809
ENSG00000177352	14.25309584	17.74530182
ENSG00000177354	0	0.004105986
ENSG00000177359	0.096981287	0.014241982
ENSG00000177363	0.918687514	0.017189549
ENSG00000177369	0.006250874	0.008655042
ENSG00000177370	5.651767094	7.175123081
ENSG00000177374	0.785675865	0.39047763
ENSG00000177380	0.445238422	0.437392885
ENSG00000177383	38.73204968	50.22701381
ENSG00000177398	0.024251984	0
ENSG00000177400	0	0
ENSG00000177406	3.90467691	5.00680311
ENSG00000177409	13.34505016	5.284244446
ENSG00000177410	35.98366188	50.34842284
ENSG00000177414	0.052380832	0
ENSG00000177418	0.03385231	0
ENSG00000177425	4.01562433	7.429949798
ENSG00000177426	10.07021806	8.809173474
ENSG00000177427	7.038568119	11.29067312
ENSG00000177432	2.143153112	4.786189599
ENSG00000177447	0.057927779	0.020051888
ENSG00000177452	0.082428055	0.019021825
ENSG00000177453	0.070941121	0.055252122
ENSG00000177455	9.665477474	0.454839842
ENSG00000177459	0.273355958	0.428957826
ENSG00000177462	0.068353545	0.035491201
ENSG00000177463	6.632326399	5.654456056
ENSG00000177464	1.908172349	4.185648356
ENSG00000177465	1.120909879	1.335683269
ENSG00000177468	0	0
ENSG00000177469	85.5995974	134.7588403
ENSG00000177476	0	0
ENSG00000177479	10.06752571	7.968865983
ENSG00000177483	0.114064767	0.033056279
ENSG00000177485	8.586253168	12.72080012
ENSG00000177489	0	0
ENSG00000177494	33.42510547	61.42256908
ENSG00000177504	0	0
ENSG00000177508	2.67341376	5.937893806
ENSG00000177511	0	0.001841025
ENSG00000177519	0.250889109	0.354936142
ENSG00000177535	0	0.011644388
ENSG00000177542	3.708499756	3.031179256
ENSG00000177548	7.432605979	6.610263478
ENSG00000177551	0	0.001473113
ENSG00000177553	0	0
ENSG00000177556	7.513041636	5.746268719
ENSG00000177558	0	0.018764774
ENSG00000177565	19.11583418	16.01852719
ENSG00000177570	3.035849695	4.220001524
ENSG00000177575	26.02470988	2.941056285
ENSG00000177576	1.610432538	1.371255045
ENSG00000177586	0	0
ENSG00000177590	0.21113151	0.013287974
ENSG00000177595	4.554886226	1.758395824
ENSG00000177596	0.020677828	0
ENSG00000177599	0.50276039	0.40302179
ENSG00000177600	289.9031103	296.6972765
ENSG00000177602	0.573685905	0.162838251
ENSG00000177606	26.42149814	38.31889778
ENSG00000177613	9.936399187	10.6730559
ENSG00000177614	2.924157551	1.013769454
ENSG00000177627	0.069126526	0.215355336
ENSG00000177628	15.4169988	16.38905463
ENSG00000177640	0.199935142	0.351023973
ENSG00000177646	10.95814987	10.65433237
ENSG00000177663	6.417687587	3.941416541
ENSG00000177666	24.32995353	25.57931144
ENSG00000177669	0.233473469	0.066123488
ENSG00000177673	0	0
ENSG00000177674	20.29637119	20.47932692
ENSG00000177675	1.390276874	0.080045446
ENSG00000177679	0.142413165	0.662677999
ENSG00000177683	4.28238199	5.233045664
ENSG00000177684	0	0
ENSG00000177685	3.251846113	1.973058653
ENSG00000177688	0.105367695	0.093788663
ENSG00000177689	0	0
ENSG00000177692	1.291948048	1.864874036
ENSG00000177693	0	0
ENSG00000177694	0.822417703	0.713135915
ENSG00000177697	83.29004031	81.41712259
ENSG00000177699	0.751628175	0.315722256
ENSG00000177700	72.23507795	78.18923014
ENSG00000177706	9.092383719	16.28994777
ENSG00000177707	2.252251527	3.953808227
ENSG00000177710	0.024293709	0.033637384
ENSG00000177721	3.32890503	0.577319577
ENSG00000177725	0.006761903	0.009362618
ENSG00000177728	11.40291382	8.901801817
ENSG00000177731	38.07604107	38.30584314
ENSG00000177732	3.419420109	5.054663682
ENSG00000177733	16.13242172	22.93422648
ENSG00000177736	0	0.020308494
ENSG00000177738	2.599405041	1.153170837
ENSG00000177752	0.070804169	0.018381819
ENSG00000177757	0.065931155	0.062761277
ENSG00000177770	0	0.036783927
ENSG00000177776	0.026698827	0
ENSG00000177788	0.750202352	0.317392745
ENSG00000177791	2.665655196	2.047296483
ENSG00000177800	0.007377469	0
ENSG00000177803	0	0.016908289
ENSG00000177807	1.145925943	0.111234374
ENSG00000177822	0.448050655	0.244148265
ENSG00000177830	12.82285209	16.97685206
ENSG00000177839	0.261678737	0.251613727
ENSG00000177842	1.276438692	1.571355749
ENSG00000177853	3.104298131	2.089966089
ENSG00000177854	4.17829697	4.601699901
ENSG00000177855	0.189333271	0.163845812
ENSG00000177868	9.417723742	12.46975137
ENSG00000177873	1.809351203	1.57008861
ENSG00000177875	0.410908957	0.213356198
ENSG00000177879	19.7940742	17.85805613
ENSG00000177885	47.29077207	29.19225825
ENSG00000177888	5.075047161	3.958512524
ENSG00000177889	10.30230162	8.61552454
ENSG00000177910	0	0.005882312
ENSG00000177917	4.07737878	4.673700567
ENSG00000177932	1.464927261	1.574645764
ENSG00000177938	0	0
ENSG00000177943	0.927141039	1.91747235
ENSG00000177946	2.064226001	2.477606628
ENSG00000177947	0.010318968	0.007143888
ENSG00000177951	21.15266992	25.66097364
ENSG00000177954	999.3465886	493.7403137
ENSG00000177963	15.93078043	13.97691295
ENSG00000177971	15.12639973	17.44484566
ENSG00000177981	8.1388175	7.170264767
ENSG00000177984	0.044464135	0
ENSG00000177989	8.528575221	5.127113566
ENSG00000177990	0.809973168	0.745698682
ENSG00000177992	0	0
ENSG00000177993	0	0
ENSG00000177994	0.147698773	0.089982479
ENSG00000178015	0.34190013	0.139867989
ENSG00000178021	0	0.010788682
ENSG00000178026	1.795913498	5.904970509
ENSG00000178028	8.199248256	6.446207527
ENSG00000178031	0.198564921	0.317946953
ENSG00000178033	0.549408038	0.330401176
ENSG00000178035	63.19448565	47.04692164
ENSG00000178038	16.55092006	9.763234916
ENSG00000178053	1.73093527	2.265947641
ENSG00000178055	0.025922447	0.011964185
ENSG00000178057	23.8909963	39.697565
ENSG00000178074	3.212187032	3.33055515
ENSG00000178075	1.595564106	1.612147176
ENSG00000178078	14.71753026	20.19333882
ENSG00000178081	0.032372552	0.029882303
ENSG00000178082	0.091778807	0.190617187
ENSG00000178084	0.009455507	0.006546108
ENSG00000178093	1.078722336	1.066866368
ENSG00000178096	8.346992479	9.466385245
ENSG00000178104	3.526017744	2.11453451
ENSG00000178105	2.495748622	2.763728927
ENSG00000178107	0	0
ENSG00000178115	0.022525964	0.020793161
ENSG00000178125	0.057052426	0.064183866
ENSG00000178127	2.823290113	2.323371087
ENSG00000178130	0	0
ENSG00000178146	0.153305682	0.091983248
ENSG00000178149	9.426259275	8.11282405
ENSG00000178150	7.074376047	6.131941459
ENSG00000178162	0.326065143	0.097336142
ENSG00000178163	2.947283585	2.903248626
ENSG00000178171	0	0.005093419
ENSG00000178172	0.065672557	0.060620715
ENSG00000178175	1.372487602	0.776913561
ENSG00000178177	1.162822786	1.199239631
ENSG00000178184	6.055235709	5.080988965
ENSG00000178187	0.470168141	1.034924501
ENSG00000178188	11.34560749	11.17560065
ENSG00000178199	1.854119103	0.470220203
ENSG00000178201	0.62738271	0.34464023
ENSG00000178202	5.405440251	5.85361724
ENSG00000178209	18.07830484	18.23191646
ENSG00000178217	0.077232613	0.007638377
ENSG00000178222	0.548443954	0.908150537
ENSG00000178226	0.50075696	0.229108467
ENSG00000178229	1.394541222	2.11002419
ENSG00000178233	0.014696826	0.002034942
ENSG00000178234	7.639015465	8.769146377
ENSG00000178235	0	0
ENSG00000178243	0	0.01732133
ENSG00000178248	0	0
ENSG00000178252	44.00547505	39.5445389
ENSG00000178257	0	0
ENSG00000178279	0	0
ENSG00000178287	0	0
ENSG00000178295	1.180351352	0.384161422
ENSG00000178297	0.045900343	0.02648092
ENSG00000178301	0.375031597	0.964365267
ENSG00000178307	5.668711957	6.425548491
ENSG00000178338	2.56735916	1.866269338
ENSG00000178342	0.059374634	0.00513818
ENSG00000178343	3.500648272	5.574099367
ENSG00000178358	0	0.010382006
ENSG00000178363	0.005807454	0
ENSG00000178372	0.018679854	0
ENSG00000178381	3.566558237	4.173693719
ENSG00000178385	0.899485531	1.064110984
ENSG00000178386	0.612148193	0.680740221
ENSG00000178394	0	0
ENSG00000178395	0.007812071	0.005408348
ENSG00000178397	7.034778493	7.045588837
ENSG00000178401	2.195666481	8.248343808
ENSG00000178403	0.014032352	0
ENSG00000178404	0.1629035	0.040278267
ENSG00000178409	0.865765765	0.968096601
ENSG00000178412	0	0.009998871
ENSG00000178425	7.736500959	7.482330941
ENSG00000178429	0.85995587	1.041867779
ENSG00000178440	0.225682064	0.281234077
ENSG00000178445	0.458358527	0.069191073
ENSG00000178449	32.46584772	36.318249
ENSG00000178457	0	0
ENSG00000178458	0.273289448	0.270285792
ENSG00000178460	0.13384289	0.092660299
ENSG00000178462	0.133865362	0
ENSG00000178464	5.149644828	4.908515701
ENSG00000178467	6.787155482	9.721788365
ENSG00000178473	0	0
ENSG00000178498	5.755671228	7.6078738
ENSG00000178502	0.902292613	1.45910093
ENSG00000178503	0	0.013384031
ENSG00000178522	0.007987056	0.00552949
ENSG00000178531	5.755902356	9.661295631
ENSG00000178537	8.395406942	5.588001928
ENSG00000178538	0.044394936	0.067232598
ENSG00000178556	0	0
ENSG00000178562	3.596799233	0.463906693
ENSG00000178567	7.199568898	11.23451577
ENSG00000178568	0.604974539	0.142452629
ENSG00000178573	12.9039608	10.63420387
ENSG00000178585	15.9546878	13.35444944
ENSG00000178586	0	0
ENSG00000178591	0	0
ENSG00000178596	0	0
ENSG00000178597	0	0
ENSG00000178602	6.542785457	4.064595457
ENSG00000178605	18.4334049	18.95682779
ENSG00000178607	2.679255751	3.26084234
ENSG00000178623	0.517104174	0.222655158
ENSG00000178631	0.213188593	0.275504774
ENSG00000178636	0.013034927	0.018048328
ENSG00000178645	0	0
ENSG00000178654	0.028911702	0
ENSG00000178660	0.075068981	0.038978056
ENSG00000178662	2.095620962	0.968976178
ENSG00000178665	0.50314817	0.541449849
ENSG00000178685	15.45820015	9.582283191
ENSG00000178690	0	0
ENSG00000178691	7.607571057	5.821614133
ENSG00000178694	1.699992701	1.713132267
ENSG00000178695	22.65771789	19.55674668
ENSG00000178700	2.145665321	2.515502703
ENSG00000178715	0.366346912	0.431161377
ENSG00000178718	2.883963635	3.843793733
ENSG00000178719	91.69139859	145.3940115
ENSG00000178722	0.003968834	0.008242948
ENSG00000178723	0.042903729	0.049504216
ENSG00000178726	8.794251687	7.004809209
ENSG00000178732	0.267887292	0.059724441
ENSG00000178734	0.137497813	0.019038125
ENSG00000178741	40.97357838	40.23869675
ENSG00000178750	0.041569935	0.01918609
ENSG00000178752	6.513631689	18.95826315
ENSG00000178761	3.93978304	3.56417927
ENSG00000178762	0	0
ENSG00000178764	15.67852922	19.77008178
ENSG00000178772	0.021196823	0
ENSG00000178773	0.268486133	0.251477519
ENSG00000178776	0.078146078	0.018033679
ENSG00000178789	0.949781307	0.16744801
ENSG00000178795	0.055365728	0.027876402
ENSG00000178796	0.007096857	0
ENSG00000178802	5.133306132	4.742909071
ENSG00000178803	0.095677981	0.011039748
ENSG00000178804	0	0
ENSG00000178809	0.078146078	0.028052389
ENSG00000178814	1.185152194	0.99796098
ENSG00000178821	0.110731457	0.202103912
ENSG00000178826	4.731190341	3.765015728
ENSG00000178828	0	0.008886997
ENSG00000178836	0	0
ENSG00000178852	2.046633923	2.024615589
ENSG00000178860	5.991618486	0.856945389
ENSG00000178878	2.330579384	4.591962681
ENSG00000178882	0.39810876	0.164602371
ENSG00000178896	7.675163091	9.821805329
ENSG00000178904	3.195506051	3.954676503
ENSG00000178913	44.91464268	49.58343724
ENSG00000178917	0.59570139	0.504346002
ENSG00000178919	35.76745855	107.0412073
ENSG00000178921	3.779028899	3.680598292
ENSG00000178922	4.544413112	5.744924513
ENSG00000178927	14.37573846	8.725448591
ENSG00000178928	0	0
ENSG00000178934	0.024916141	0.12074724
ENSG00000178935	2.324495058	1.598113351
ENSG00000178947	2.620129927	13.81052904
ENSG00000178950	7.199786494	6.767135838
ENSG00000178951	9.240811301	12.5388152
ENSG00000178952	66.9819596	68.43300633
ENSG00000178965	0.091388511	0.070861121
ENSG00000178966	2.077240267	2.473889556
ENSG00000178971	7.189725628	5.331985679
ENSG00000178974	13.52631157	18.93835585
ENSG00000178977	3.737899834	2.641128386
ENSG00000178980	22.63397207	31.37518679
ENSG00000178982	57.10149026	53.99136442
ENSG00000178988	30.19296811	35.29319964
ENSG00000178996	11.3612224	12.34371729
ENSG00000178997	0.004382954	0.006068695
ENSG00000178999	2.770995078	0.406477991
ENSG00000179002	0	0
ENSG00000179008	0.009264431	0.009620739
ENSG00000179010	92.30526473	123.2757006
ENSG00000179021	6.435929465	6.113323737
ENSG00000179023	1.459577365	1.643101215
ENSG00000179028	0	0
ENSG00000179029	4.301929671	5.366476123
ENSG00000179031	0.247496063	2.513032528
ENSG00000179038	0.030105056	0.013894617
ENSG00000179041	7.674989284	9.891081632
ENSG00000179044	2.221512436	1.541577695
ENSG00000179046	0	0
ENSG00000179051	28.89134634	26.77030103
ENSG00000179055	0	0.010671226
ENSG00000179057	0.47730288	0.461238992
ENSG00000179058	0.01980987	0.157716765
ENSG00000179059	0	0
ENSG00000179066	0.011885922	0
ENSG00000179071	0.090912152	0.062939071
ENSG00000179073	0	0
ENSG00000179082	0.066326846	0.095369203
ENSG00000179083	0.018983726	0.052570227
ENSG00000179085	28.40295856	31.14735229
ENSG00000179088	0.248978277	0.009072067
ENSG00000179091	32.29510336	30.59826763
ENSG00000179094	10.70878799	23.45179724
ENSG00000179097	0.045991705	0.116747968
ENSG00000179101	0.561609816	0.305490517
ENSG00000179104	1.85079358	1.904623408
ENSG00000179111	0.034359732	0.166512254
ENSG00000179115	20.03278195	24.14270396
ENSG00000179119	6.025598363	5.860534141
ENSG00000179131	0.221019211	0.091807819
ENSG00000179133	0.062323852	0.325263554
ENSG00000179134	10.0175442	17.01125839
ENSG00000179136	0.009411141	0
ENSG00000179141	0.018752623	0.004327521
ENSG00000179142	0	0
ENSG00000179144	39.05462258	10.82572068
ENSG00000179148	0.017070207	0.100451427
ENSG00000179151	6.87371047	6.484999904
ENSG00000179152	2.601329463	2.402105776
ENSG00000179157	0.064963542	0.01499156
ENSG00000179163	119.5728402	79.85055667
ENSG00000179165	0.03805976	0.010539607
ENSG00000179168	0.29508368	0.798994404
ENSG00000179170	0	0
ENSG00000179172	0	0.018499161
ENSG00000179178	11.30839028	21.69521915
ENSG00000179195	23.69441686	29.08774343
ENSG00000179213	0.006825179	0
ENSG00000179218	286.6876513	549.0806771
ENSG00000179219	0	0.014187415
ENSG00000179222	38.57866824	35.57162302
ENSG00000179240	0.21644251	0.187305689
ENSG00000179241	1.694036167	1.99836022
ENSG00000179242	0.342704554	5.917813844
ENSG00000179253	0.048137984	0.038880611
ENSG00000179256	0.427079708	0.211192891
ENSG00000179262	31.69231385	40.76533313
ENSG00000179270	0.240480328	0.079424556
ENSG00000179271	18.40517019	24.71727167
ENSG00000179277	4.321363931	9.241827358
ENSG00000179284	0.088385549	0.016688151
ENSG00000179292	0.025052295	0.034687732
ENSG00000179295	19.31436847	19.13543436
ENSG00000179299	1.574733834	2.405955153
ENSG00000179300	0.018178997	0
ENSG00000179304	0.003600986	0.004985972
ENSG00000179314	0.818024176	0.362055586
ENSG00000179331	0.44718346	0.097125649
ENSG00000179335	3.099624971	2.514859696
ENSG00000179342	0	0
ENSG00000179344	67.56724952	44.57089875
ENSG00000179348	1.658937784	1.098667193
ENSG00000179361	1.810727998	0.874465039
ENSG00000179362	0.731958997	0.273136428
ENSG00000179363	0.088164806	0.152592666
ENSG00000179364	6.62061144	6.431804925
ENSG00000179381	0	0
ENSG00000179387	5.099270401	4.289615386
ENSG00000179388	1.034479167	0.437027909
ENSG00000179397	0.248114851	0.223046598
ENSG00000179399	0.073859585	0.166183773
ENSG00000179403	8.411079184	17.4669405
ENSG00000179406	1.750886934	1.656342268
ENSG00000179407	0	0
ENSG00000179409	4.930146536	5.563065319
ENSG00000179412	0	0
ENSG00000179420	0	0
ENSG00000179428	0.188222812	0.024432726
ENSG00000179431	0.975858456	1.528019356
ENSG00000179443	0	0
ENSG00000179447	0	0
ENSG00000179452	0	0
ENSG00000179454	1.766331022	2.031651551
ENSG00000179455	0.050397471	0.003876722
ENSG00000179456	10.22079748	7.383078538
ENSG00000179460	0.01413744	0.048937207
ENSG00000179468	0.015458569	0.010702067
ENSG00000179476	1.328860849	1.589838657
ENSG00000179477	0.018124241	0.046007608
ENSG00000179520	0.003756085	0
ENSG00000179523	3.329664377	4.840477637
ENSG00000179526	19.18831137	21.4590797
ENSG00000179528	0.147765544	0.316197041
ENSG00000179532	0.841170136	0.359368982
ENSG00000179542	1.103454654	0.36887916
ENSG00000179546	0.084899443	0.062694863
ENSG00000179562	5.688654246	5.270361575
ENSG00000179564	0.032220873	0.007435573
ENSG00000179571	0.007572437	0
ENSG00000179577	0	0
ENSG00000179580	0.016406948	0.022717272
ENSG00000179583	12.18416193	3.981314303
ENSG00000179588	0.543620444	1.05814897
ENSG00000179593	62.04839913	15.04523368
ENSG00000179598	1.190913673	1.058802359
ENSG00000179600	0	0
ENSG00000179603	0.082006787	0.084300535
ENSG00000179604	13.75783013	22.72334275
ENSG00000179611	0.202309012	0.176075226
ENSG00000179615	0	0
ENSG00000179626	0	0
ENSG00000179627	6.726579619	11.61226669
ENSG00000179630	3.191565989	1.818904575
ENSG00000179632	47.90846645	53.94074338
ENSG00000179636	0	0.008976764
ENSG00000179639	10.38513308	1.249137969
ENSG00000179673	0	0
ENSG00000179674	0.310007627	0.274713967
ENSG00000179676	0	0.010733088
ENSG00000179695	0	0
ENSG00000179698	0.42409956	0.281218396
ENSG00000179709	0	0
ENSG00000179715	7.698154855	4.799080135
ENSG00000179743	1.703424078	1.50337163
ENSG00000179750	3.977646379	0.867138405
ENSG00000179751	0	0
ENSG00000179755	0	0
ENSG00000179761	0.482289076	0.232629568
ENSG00000179766	0.033824863	0.034225097
ENSG00000179772	2.031600549	1.440178602
ENSG00000179774	0	0
ENSG00000179776	9.395988555	10.1061315
ENSG00000179796	0.024527659	0.016980657
ENSG00000179799	0.081204427	0.01124367
ENSG00000179813	0.58693028	0
ENSG00000179817	0	0
ENSG00000179818	0.736092323	0.36011838
ENSG00000179820	32.79059064	25.85390613
ENSG00000179826	0	0
ENSG00000179832	8.840529256	14.38339614
ENSG00000179833	9.309439098	10.33853494
ENSG00000179840	0.123227606	0.012187324
ENSG00000179841	0.689943598	0.502792021
ENSG00000179846	0.030313592	0.062958888
ENSG00000179855	1.550927751	1.296661016
ENSG00000179859	1.675026736	1.989822841
ENSG00000179862	5.486852309	10.42500105
ENSG00000179869	0.630937195	0.733244799
ENSG00000179873	0.007442484	0.015457439
ENSG00000179886	1.893367841	3.293464973
ENSG00000179889	15.27353613	16.1519515
ENSG00000179899	0.33025079	0.515335492
ENSG00000179902	0	0.017989872
ENSG00000179909	1.985737492	3.023647842
ENSG00000179912	8.122637185	8.371568689
ENSG00000179913	44.70702841	40.90104155
ENSG00000179914	0.37869846	0.097379433
ENSG00000179915	0.011489201	0.00061185
ENSG00000179918	26.95299393	22.10427087
ENSG00000179919	0	0
ENSG00000179921	0.834487097	0.082531546
ENSG00000179922	3.882850042	5.478803328
ENSG00000179930	0.004397368	0
ENSG00000179933	17.3904361	20.93920061
ENSG00000179934	1.692255896	0.17699823
ENSG00000179935	0.041580707	0.046058548
ENSG00000179938	0	0
ENSG00000179941	4.298273421	5.076959604
ENSG00000179943	2.32300631	3.741635086
ENSG00000179950	20.15511841	24.46422782
ENSG00000179954	0.552856259	0.607533282
ENSG00000179958	16.11703964	9.801834758
ENSG00000179965	0.233416989	0.636530952
ENSG00000179967	19.2551937	14.8532672
ENSG00000179978	0.249020799	0.081497573
ENSG00000179981	3.84824847	3.486490884
ENSG00000179988	0.569137114	0.610091317
ENSG00000179994	0	0.008802493
ENSG00000179997	0	0
ENSG00000180008	3.146318153	3.466849899
ENSG00000180011	4.835240297	4.727039055
ENSG00000180015	0	0.277223609
ENSG00000180016	0	0
ENSG00000180019	0	0
ENSG00000180035	3.908639747	4.468421892
ENSG00000180042	0	0
ENSG00000180043	0	0
ENSG00000180044	0.2240713	0.1465079
ENSG00000180053	0	0
ENSG00000180061	3.315984905	0.363158073
ENSG00000180066	0.110119572	0.136136594
ENSG00000180068	0	0
ENSG00000180071	0.353998438	0.154678743
ENSG00000180083	0	0
ENSG00000180089	0.941006547	0.533016757
ENSG00000180090	0	0.011499737
ENSG00000180096	10.34218965	2.552614402
ENSG00000180098	4.228311306	2.940171481
ENSG00000180104	7.817078353	8.57934079
ENSG00000180105	0	0.053991475
ENSG00000180113	0.431277151	0.207651597
ENSG00000180116	0.01080781	0
ENSG00000180138	0.020007475	0.018468406
ENSG00000180139	1.698869064	0.055840382
ENSG00000180150	0	0
ENSG00000180152	0	0
ENSG00000180155	9.233288916	5.487231246
ENSG00000180172	0.040418123	0.139908641
ENSG00000180176	0	0.113039969
ENSG00000180178	0	0.002751392
ENSG00000180182	6.671983112	6.356236742
ENSG00000180185	6.879872051	7.457006239
ENSG00000180189	0.24435525	0.187965246
ENSG00000180190	12.56410716	10.80435473
ENSG00000180198	7.560767075	5.388656139
ENSG00000180205	0	0
ENSG00000180209	1.089808401	0.218402514
ENSG00000180210	0	0
ENSG00000180211	1.29896148	1.930805863
ENSG00000180219	0	0.018555812
ENSG00000180221	0.064701592	0.179173324
ENSG00000180228	10.35396211	8.225151231
ENSG00000180229	0.225015543	1.193131017
ENSG00000180230	0	0
ENSG00000180233	7.940509849	12.39514847
ENSG00000180245	0.066169051	0.038174385
ENSG00000180251	0.017916475	0.007442215
ENSG00000180257	2.593536916	2.480170193
ENSG00000180259	0	0
ENSG00000180263	3.822985409	3.155441309
ENSG00000180264	0	0.002003019
ENSG00000180269	0	0
ENSG00000180279	0.085715784	0.047473274
ENSG00000180284	0.129403183	0.149311103
ENSG00000180287	0.183238704	0.002327658
ENSG00000180304	12.76609386	11.732898
ENSG00000180305	0.045456076	0
ENSG00000180316	0.062508745	0.017310083
ENSG00000180318	0.022208989	0
ENSG00000180329	8.093251294	8.02319943
ENSG00000180332	0.008603751	0.005956432
ENSG00000180336	0.014910902	0.032259107
ENSG00000180340	1.54989722	2.135488116
ENSG00000180346	3.710979203	3.705217445
